Time,Altitude,Pressure,RFTS,DewPt,LICDew,RH,ReHuI,CN3025,CN7610,CN3025_corrected,PCTcon,PCcn01,PCcn02,PCcn03,PCcn04,PCcn05,PCcn06,PCcn07,PCcn08,PCcn09,PCcn10,PCcn11,PCcn12,PCcn13,PCcn14,PCcn15
190004,186,999.3,-6.8,-13.9,-16.7,59.4,64.2,0,0,,14653,-999.9,1843.5,22.5,18.8,23.2,9.1,15.6,3.8,3.9,1.7,0.8,0.1,0.1,0.1,0.1
190204,232,993.8,-4.1,-13.9,-8.9,47.8,49.9,0,0,,820.7,685.5,48.6,25.4,16.7,19.8,7.1,10.9,2.2,2.7,0.8,0.2,0.2,0.2,0.2,0.1
190404,229,994.2,-4.3,-13.7,-8.3,49.5,51.9,0,0,,725.5,639.5,15,15.2,14.8,19.2,6.8,10.2,2,2.1,0.4,0.1,0,0.1,0,0
190604,240,992.8,-4.1,-17.1,-7.9,37.8,39.6,0,0,,2265.7,1204.1,466.3,289.4,156,103.3,20.9,19.3,2.6,2.9,0.6,0.1,0.1,0.1,0.1,0
190804,708,939.1,-7.7,-15.1,-16.4,56.8,61.5,0,0,,79.6,9.7,15.3,16.6,14.3,15.4,3.7,3.9,0.3,0.2,0.1,0.1,0,0.1,0,0
191004,1497,853.1,-10,-22.2,-25,39.7,43.8,192,166,,168.5,21.8,34.8,36.9,29.4,29.3,7.1,7.9,0.7,0.2,0.2,0.2,0,0.1,0,0
191204,2182,783.8,-12.8,-31.7,-34.8,19.6,22.2,331,353,,250.8,32.9,52.5,52.7,43.1,42.9,11.2,12.7,1.4,0.6,0.2,0.2,0.1,0.1,0.1,0.1
191404,2768,728.2,-15.3,-32.5,-34.7,22.3,26,312,338,,233.5,29.5,47.4,47.9,41.3,39.5,12.2,13.1,1.6,0.3,0.2,0.1,0,0.1,0.1,0
191604,3364,675,-17.1,-34.6,-44.1,21.2,25.2,394,458,,302.8,41.3,62.2,62.2,50,53.7,14.6,15.5,2,0.6,0.2,0.1,0.1,0.1,0.1,0
191804,3953,625.6,-19.3,-34,-40.1,27.7,33.6,422,507,,324.1,41.6,67,63.9,54,60,17.2,16.5,2.5,0.7,0.2,0,0.1,0.2,0.1,0.1
192004,4485,583.4,-21.1,-23.3,-24.5,84.6,104,375,453,,272.5,33.3,55.1,52.5,43.8,48.7,17.2,16.1,3.3,1,0.3,0.2,0.2,0.3,0.2,0.4
192204,4820,558,-22.2,-20.9,-23,100,122.7,176,172,,28.6,4.5,6.8,4.3,3,2.4,1,0.9,0.3,0.2,0.3,0.3,0.1,0.6,1.6,2.4
192404,5223,528.8,-23.5,-24.1,-26.1,97.1,122.5,138,187,,50.8,8.1,14.4,10.5,6.7,6.8,1.6,1.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.2
192604,5529,507.4,-24.8,-26.6,-29.1,89.8,115.1,152,202,,120.9,17.7,29.1,23.4,17.7,17.9,5.5,4.6,1,1,0.6,0.7,0.2,0.4,0.7,0.4
192804,5534,507,-24.9,-26.6,-29.4,90.4,115.9,0,0,,128.7,19.6,29.3,26.3,18.8,18.3,6,4.7,1.4,1,0.7,0.7,0.3,0.6,0.6,0.5
193004,5540,506.6,-25,-27.4,-30.4,84.2,108.1,51,92,,84.1,12.3,22.3,18.1,12.5,10.3,3,2.5,0.4,0.5,0.4,0.4,0.3,0.5,0.5,0.2
193204,5542,506.5,-25,-27.6,-30.1,83,106.5,163,226,,112.9,17.7,27.5,24.7,15.7,15.2,4.6,3.5,1,0.5,0.4,0.6,0.3,0.5,0.3,0.3
193404,5486,510.4,-24.6,-28.2,-30.7,75.8,96.9,203,272,,161.9,24.3,38.7,31.9,21.7,23.7,6.6,7.1,1.6,1.2,0.9,0.8,0.5,1.1,1.2,0.7
193604,5048,541.4,-23,-30.6,-36.5,57.3,72.1,278,358,,286.2,38.6,56.6,53.6,42.7,49,18,19.7,4,1.4,0.7,0.5,0.1,0.4,0.4,0.4
193804,4478,584,-21.5,-41,-50.6,16.2,20,395,476,,410.7,58.3,90.9,80.1,64.9,67.4,22.2,21.1,3.1,1.3,0.5,0.3,0.1,0.2,0.1,0.1
194004,4278,599.4,-21.4,-39.4,-49.4,18.9,23.4,371,455,,248.3,43.5,60.1,47.7,36,36.5,10.4,11.2,1.7,0.6,0.2,0.1,0.1,0.2,0.1,0
194204,4460,585.2,-22.2,-38.5,-49.6,22.4,27.9,434,536,,428.2,68.4,99.5,81.2,64.1,67.6,20.6,20.7,4,1,0.4,0.4,0.1,0.1,0.1,0.1
194404,4451,585.9,-22.5,-38.1,-47.3,23.8,29.8,462,571,,534.5,67.6,106.3,108.8,91.3,99.8,30,21.7,3.7,1.6,0.7,0.9,0.3,0.8,0.5,0.4
194604,4457,585.5,-22.4,-38,-47.9,23.7,29.6,487,603,,586,71.5,110.2,119.5,105.5,111.1,35,26.3,3.3,1.3,0.7,0.6,0.1,0.4,0.2,0.1
194804,4458,585.4,-22.4,-37.8,-48,24.2,30.3,466,597,,525.4,66.1,109.9,108.8,90.9,95.5,26.9,21.1,3,0.8,0.6,0.6,0.2,0.3,0.2,0.2
195004,4460,585.2,-22.6,-37.7,-49.7,25,31.3,416,521,,483,61.2,80,79.4,72.3,97.1,37.4,45,7.5,2,0.5,0.1,0.2,0.1,0.1,0.1
195204,4462,585.1,-22.9,-37.7,-49.6,25.6,32.2,446,557,,544.4,61.4,84.6,88.4,81.9,114.8,45.4,54.2,9.8,2.1,0.9,0.2,0.1,0.2,0.1,0.1
195404,4460,585.3,-23.1,-37.8,-48.7,26.2,33,461,581,,563.9,69.6,96.2,96.9,88,112.6,42.2,45.9,8.6,1.9,0.6,0.6,0.2,0.3,0.1,0.1
195604,4456,585.6,-23.5,-37.8,-47.2,26.9,34,471,599,,510.4,72.8,109.3,103.7,81.9,88.7,24.7,22.2,2.9,1.4,0.7,0.6,0.3,0.5,0.4,0.3
195804,4457,585.5,-23.5,-37.8,-47.2,27.1,34.3,484,608,,528.5,72.1,105.5,107.6,89.3,95.7,28.7,21.6,3.2,1.5,0.8,0.8,0.5,0.5,0.6,0.2
200004,4454,585.7,-23.4,-37.5,-47.9,27.4,34.6,472,587,,527.7,65.8,104.8,102,86.3,98.5,32,28.5,5,1.9,1.1,0.6,0.4,0.5,0.3,0.2
200204,4460,585.2,-23,-37.2,-49,27.3,34.4,512,643,,712.9,79.5,97.4,105.9,108.3,152.4,66.8,81.9,15.7,3,0.8,0.5,0.2,0.2,0.3,0
200404,4457,585.4,-23.3,-37.1,-48.3,28.3,35.8,478,605,,597.4,77,98.4,103.8,93.4,119,43.2,48.9,8.6,2.1,0.8,0.6,0.3,0.5,0.5,0.2
200604,4461,585.2,-23.7,-37.5,-46.9,28.4,36,482,608,,540.7,75.7,110.7,112.6,88.1,97.8,27.7,21.9,2.9,1.2,0.4,0.6,0.3,0.5,0.4,0.2
200804,4463,585,-23.7,-38.1,-46.9,26.6,33.7,460,577,,490.9,71.4,106,102.3,81.4,83.3,23,17.8,2.4,1,0.5,0.5,0.3,0.6,0.3,0.3
201004,4464,585,-23.6,-37.7,-47.1,27.5,34.8,447,565,,471.8,69.5,102.9,95.6,77.7,79.1,22.5,17.7,2.7,1.1,0.6,0.4,0.4,0.5,1,0.4
201204,4461,585.1,-23.5,-37.7,-47.4,27.1,34.2,481,597,,535.4,73,109.8,109.8,90.5,94.5,26.8,23.7,3,1.2,0.5,0.7,0.4,0.7,0.7,0.2
201404,4463,585,-23.6,-37.6,-48.7,27.5,34.8,430,531,,437.8,65.3,91.5,84.8,67.5,72.1,25.5,24.5,3.4,1.1,0.6,0.4,0.3,0.3,0.4,0.2
201604,4464,584.9,-23.6,-37.6,-49,27.5,34.8,394,487,,386.4,61.5,85.1,79.1,59.4,61.5,17.7,17.4,2.2,0.9,0.3,0.5,0.1,0.3,0.2,0.1
201804,4460,585.2,-23.7,-37.6,-49.8,28,35.4,346,428,,285.7,48.6,64,55.7,43.8,43.5,14.2,12.9,1.6,0.7,0.3,0.2,0.1,0,0,0.1
202004,4458,585.4,-23.7,-37.6,-48.6,28.1,35.6,458,571,,523.4,70.4,104,105,86.1,93.6,30.7,27.3,4.2,0.9,0.5,0.3,0.1,0.2,0.1,0
202204,4460,585.2,-23.7,-37.4,-48.6,28.5,36.1,475,582,,509.4,67.4,95.5,95.2,82.6,96.9,32.2,32.7,4.6,1,0.4,0.2,0.2,0.1,0.1,0.2
202404,4459,585.3,-23.6,-37.3,-49.2,28.6,36.3,390,479,,378.7,57.8,78.7,72.6,58.1,65.4,19.1,22.2,3,0.7,0.4,0.2,0.1,0.2,0.2,0.1
202604,4453,585.8,-23.5,-36.9,-47.6,29.5,37.3,489,597,,542.7,73.4,112.8,110.3,87.9,98.7,29.1,23.8,2.6,1.6,0.7,0.6,0.3,0.3,0.6,0.2
202804,4151,609.6,-22.8,-36.7,-49.1,28.2,35.4,415,489,,502.2,66.3,95.2,95.9,80.3,96.8,30.4,31.3,3.9,1,0.4,0.2,0.1,0.2,0.2,0.1
203004,3676,648.4,-21.7,-36.8,-49.3,25.3,31.4,260,297,,255,37.6,52.8,51.4,39.5,42.5,12.4,15.2,1.9,0.5,0.5,0.2,0.1,0.1,0.1,0
203204,3177,691.3,-22.4,-36.6,-44.9,27.4,34.3,254,280,,293.4,33.4,49.9,53.1,47.3,60,21.1,23.5,3,1.1,0.5,0.2,0.1,0.1,0.2,0.1
203404,2632,740.8,-22.2,-35.9,-36.3,28.7,35.8,226,241,,201.3,24,39.9,41.1,34.5,37.1,10.7,11.6,1.2,0.5,0.2,0.2,0.1,0.1,0.1,0
203604,2091,792.7,-20.2,-26.6,-28.1,59.1,72.2,226,238,,187.9,23.2,41.4,42.4,33.3,31.1,7.6,7.2,0.6,0.4,0.1,0.1,0.1,0.1,0.1,0
203804,1565,845.9,-17.9,-23.5,-25.6,63.8,76.2,194,207,,175.6,18.5,33,39.4,35.3,32.6,8.1,7.2,0.7,0.3,0.1,0.1,0.1,0.1,0.1,0
204004,1144,890.6,-16.8,-21.1,-23.2,71.3,84.3,185,194,,163.4,19,33.6,35.9,29.5,28.2,8.6,7.2,0.7,0.3,0.2,0.1,0.1,0,0.1,0
204204,1090,896.3,-16.6,-21,-23.1,71,83.8,211,226,,159.3,18.2,31.4,35.1,27.8,29.2,8.4,7.7,0.6,0.3,0.1,0.1,0,0.1,0.1,0.1
204404,1069,898.6,-16.5,-20.8,-22.9,71.4,84.2,234,249,,221.8,22.5,42.6,45.7,40.6,43.6,13.4,11.6,1,0.4,0.2,0.1,0,0.1,0.1,0
204604,1096,895.8,-16.6,-21.1,-23.2,70.3,83,305,321,,368.2,35,61.1,76.8,68.6,78.5,24.5,21,1.4,0.7,0.2,0.2,0.1,0.1,0.1,0
204804,1078,897.7,-16.6,-21.7,-23.9,66.7,78.8,324,357,,424,38.3,75.4,95.4,82.3,85.1,24.6,20.6,1.3,0.5,0.2,0.1,0.1,0.1,0,0
205004,1082,897.2,-16.5,-21.5,-23.6,67.6,79.7,236,251,,226,25.3,46.9,52.2,41.5,39.9,10.1,8.7,0.7,0.2,0.1,0.2,0,0.1,0.1,0
205204,1085,896.9,-16.4,-21.6,-23.8,66,77.8,219,235,,196.7,23.6,41.8,43.5,36.3,33.8,8,8,0.6,0.4,0.3,0.1,0.1,0.1,0.1,0
205404,1002,906,-16.6,-21.2,-23.7,69.7,82.3,225,251,,261.2,27.8,50.8,57.8,49.4,48,13.4,11.6,1.2,0.4,0.3,0.1,0.1,0.2,0,0.1
205604,637,946.8,-18.6,-17.7,-19.6,100,118.9,77,93,,108.6,10.6,20.4,21.7,19.9,21.6,6.4,5.4,0.4,0.2,0.3,0.3,0.1,0.3,0.5,0.5
205804,494,963.3,-17.7,-17.1,-18.8,100,118.2,86,98,,118.9,11.2,20.7,24,22.3,25.4,7.4,6.5,0.7,0.2,0.1,0.1,0,0.1,0.1,0
210004,491,963.6,-17.8,-17,-18.7,100,118,87,97,,118.9,12.5,19.9,24.2,21.5,25.1,7.6,7.1,0.4,0.2,0.1,0.1,0,0,0,0
210204,495,963.1,-17.9,-17,-18.7,100,118.1,83,95,,110.9,10.2,19.5,23.4,21.4,22.9,7.1,5.6,0.3,0.2,0.1,0,0.1,0,0,0
210404,499,962.7,-18,-17.1,-18.8,100,118.2,82,95,,112,10.5,18.9,22.7,21.3,23.7,7.3,6.7,0.4,0.2,0.1,0.1,0,0,0,0
210604,500,962.5,-17.8,-17.2,-18.9,100,118.3,80,92,,112.5,10.8,18.7,21.8,22.2,23.5,7.8,6.4,0.4,0.3,0.2,0.1,0,0.1,0.1,0.1
210804,500,962.5,-17.3,-17.3,-19,100,118.3,79,90,,108.2,11.4,19.1,22.1,19.7,22.5,6.6,5.8,0.4,0.3,0.1,0,0,0.1,0,0
211004,502,962.3,-17.8,-17,-18.7,100,118.1,83,96,,112.1,10.4,19.1,23.6,21.9,23.2,6.9,6.1,0.4,0.1,0.1,0.1,0,0,0,0
211204,501,962.4,-17.5,-17,-18.7,99.7,117.7,86,95,,107.6,10.5,18.7,21,20.8,22.4,7.5,5.5,0.4,0.2,0.1,0.1,0,0.1,0.1,0.1
211404,504,962.1,-17.3,-17.2,-22.2,99.7,117.8,33,28,,105.3,9.9,18.7,21.7,18.9,22.2,6.9,5.9,0.5,0.3,0.1,0.1,0,0.1,0.1,0.1
211604,823,925.9,-19.2,-18,-21.1,100,119.2,35,42,,48.9,4.9,8.5,9.7,8.4,8.9,2.8,2.2,0.3,0.3,0.1,0.3,0.2,0.4,0.8,1.1
211804,1006,905.6,-17.8,-19.7,-21.8,83.7,99.4,108,126,,100.2,10.6,19.4,21.5,17.2,18.4,5,4.8,0.4,0.3,0.4,0.4,0.1,0.5,0.6,0.6
212004,944,912.4,-18.8,-19.1,-21,92.1,109.9,151,146,,87.8,10.6,19.1,18.4,15,13.8,4.1,4,0.4,0.3,0.3,0.3,0.2,0.3,0.5,0.5
212204,906,916.6,-20.1,-18.5,-20.3,100,119.8,26,28,,12.8,0.7,1.1,1,0.9,0.9,0.4,1.1,0.2,0.7,0.6,0.8,0.4,1.3,1.6,1.3
212404,900,917.2,-20.1,-18.5,-20.4,100,119.9,24,26,,7.8,0.7,1,1.3,0.9,0.9,0.5,0.3,0.1,0.3,0.2,0.2,0.2,0.4,0.4,0.5
212604,876,919.9,-20.1,-18.4,-20.3,100,119.7,25,24,,9.8,0.8,1.6,1.5,1.2,1.2,0.5,0.4,0.1,0.2,0.2,0.2,0.1,0.4,0.8,0.7
212804,862,921.4,-20.3,-18.6,-20.3,100,119.9,19,19,,8.8,0.9,1,1.6,1.1,1.2,0.4,0.4,0.1,0.3,0.3,0.2,0.1,0.3,0.5,0.4
213004,841,923.9,-20.2,-18.4,-20.2,100,119.7,12,14,,8.2,0.8,1.3,1.1,0.8,0.9,0.2,0.3,0.1,0.3,0.2,0.2,0.2,0.3,0.6,0.8
213204,837,924.2,-20,-18.4,-20.2,100,119.6,11,12,,4.5,0.2,0.5,0.5,0.3,0.3,0.1,0.1,0,0,0,0.1,0.1,0.3,0.6,1.3
213404,909,916.3,-18.6,-19.4,-21.4,89.1,106.3,123,145,,149.7,12.8,26.1,33,29.6,29.9,9.1,7.3,0.5,0.1,0.1,0.2,0.1,0.2,0.2,0.4
213604,1007,905.4,-16.8,-21.2,-23.4,71.2,84.3,281,308,,346,33.9,61.1,76.1,66.3,69.7,18.8,17.5,1.3,0.4,0.2,0.2,0.1,0.1,0.1,0.1
213804,716,937.9,-19.1,-18.5,-19.8,98,117,60,72,,91,8.4,15.8,18.5,16.1,18.6,5.8,5.3,0.3,0.2,0.2,0.2,0.1,0.2,0.6,0.9
214004,673,942.8,-18.9,-17.7,-19.5,100,118.9,71,74,,85.4,8.2,15.2,17,15.5,17.4,5.1,4.5,0.4,0.2,0.2,0.2,0,0.3,0.5,0.6
214204,902,917,-17.7,-19.7,-21.8,83.6,99.2,196,222,,265.9,22.6,38.7,51.5,51.1,58.7,19.1,19.3,0.9,0.6,0.5,0.3,0.3,0.6,0.8,0.8
214404,674,942.6,-18.5,-17.6,-19.3,100,118.7,68,81,,88.8,9.1,16.3,18.1,16.5,17.4,5.7,4.3,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.3
214604,878,919.7,-18.8,-18.9,-20.8,93,110.8,120,126,,92.2,9.2,17.7,19.6,15.6,15.9,4.2,4.5,0.3,0.6,0.5,0.7,0.3,0.8,1.3,1
214804,770,931.8,-19,-17.8,-19.7,99.7,118.6,129,131,,80.2,9.3,16,16.8,13.8,13.2,4.2,3.5,0.3,0.3,0.3,0.3,0.1,0.4,0.7,1
215004,828,925.3,-18.3,-18.7,-20.6,92.3,109.7,121,133,,125,12.6,23,26.7,22.5,24.7,7.1,6.2,0.4,0.3,0.1,0.1,0.1,0.2,0.2,0.6
215204,673,942.8,-18,-17.6,-19.5,100,118.8,85,95,,97.8,9.6,17.5,20.9,18.7,19.9,5.1,4.9,0.3,0.3,0.1,0.1,0,0.1,0.2,0.2
215404,1053,900.4,-16.5,-20.3,-22.5,75.8,89.5,165,190,,156.8,17.8,32,34,27.3,28.9,8.2,7.2,0.7,0.3,0.1,0.1,0,0.1,0,0
215604,900,917.3,-18.1,-19,-20.9,94.5,113,106,114,,124.6,11.1,15.1,19.5,20.4,33.2,13.6,10.8,0.4,0.2,0.1,0.1,0,0,0,0
215804,879,919.5,-19.4,-18.2,-20.1,100,119.5,44,41,,32.1,2.9,4.3,6,5.4,7.2,2.5,2.2,0.2,0.1,0.1,0.1,0,0.2,0.3,0.6
220004,869,920.7,-19.6,-18.2,-20,100,119.4,41,45,,33,3.5,5.5,5.1,4.1,3.5,1,1,0.2,0.4,0.5,0.6,0.4,1,2.7,3.4
220204,876,919.9,-19.9,-18.4,-20.2,100,119.7,26,26,,18,1.4,2,2.2,2,2,0.4,1.1,0.2,0.5,0.5,0.8,0.4,1.1,1.5,1.7
220404,876,919.9,-20,-18.5,-20.3,100,119.8,4,1,,21.9,1.3,2.5,2.3,1.9,2.1,0.8,1.5,0.2,0.7,1,1,0.6,1.5,2.5,2.1
220604,867,920.9,-18.8,-18.9,-20.9,95.6,114.4,83,114,,121.1,12.9,20.9,26.3,20.8,23.7,6.6,6.5,0.4,0.3,0.3,0.3,0.2,0.6,0.6,0.6
220804,840,923.9,-17.4,-19.6,-21.7,86,102.3,214,234,,252.1,24,42.4,50.5,48.1,53.5,16.2,15.1,0.9,0.4,0.2,0.2,0.1,0.1,0.2,0.2
221004,822,926,-17.7,-19.3,-21.5,89.2,106.3,192,213,,226.6,21.3,37.1,46.3,43,49,14.5,13.6,0.8,0.4,0.1,0.1,0.1,0.1,0.1,0.1
221204,718,937.6,-18.9,-18.2,-20,99.3,118.5,96,105,,115.6,10.6,20.5,25.8,21.7,22.4,7.8,6,0.3,0.2,0,0.1,0,0,0,0
221404,413,972.7,-17.6,-17,-23.2,100,118.1,78,92,,118.9,10.7,21.2,24.5,21.9,25.1,7.4,6.3,0.3,0.3,0.2,0.1,0.1,0.2,0.4,0.2
221604,258,990.7,-16.4,-16.7,-19.6,99.6,117.1,79,92,,112.8,11,18.1,22,21.8,24.5,8,6.3,0.5,0.2,0.1,0,0,0,0,0
221804,252,991.5,-16.1,-16.5,-18.1,99,116.1,78,90,,113.8,11.2,17.8,23,22,24.1,7.8,6.5,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.2
222004,254,991.3,-15.9,-16.4,-18,98.7,115.7,81,94,,115.3,10.5,19.5,22.8,22.4,24.6,7.9,6.5,0.4,0.2,0.1,0.1,0.1,0,0,0
222204,254,991.2,-15.8,-16.4,-18,98,114.7,80,92,,117.2,11.2,19.3,23.4,22.1,25.3,7.8,7.1,0.4,0.2,0.1,0.1,0,0,0,0
222404,255,991.1,-15.7,-16.3,-17.9,98.4,115.1,76,89,,110.8,10.3,18.6,21.8,20.6,23.7,7.7,6.6,0.6,0.2,0.2,0.1,0,0.1,0.1,0.1
222604,644,946.5,-16.9,-17.8,-19.7,93.2,109.9,113,123,,99.1,10.2,18.6,21.2,18.7,19.5,5.5,4.8,0.3,0.2,0.1,0,0,0,0,0
222804,1630,839.5,-17.5,-23.5,-26.2,61.7,73.5,202,224,,131.6,13.7,24.6,30,28.5,23.6,5.4,4.7,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0
223004,2592,744.7,-19.7,-33.5,-39.5,31.2,37.9,234,259,,159.9,18.8,30,30.9,27.1,30.7,9.5,10.9,1.2,0.4,0.2,0,0,0.1,0,0
223204,3439,668.7,-19,-38.4,-46.6,17.1,20.7,323,385,,226,29.3,43.9,44,37.8,41.6,12.7,14.1,1.6,0.5,0.2,0.1,0,0.1,0.1,0.1
223404,4276,599.7,-21.8,-36.9,-46.8,25.5,31.8,457,583,,398.1,47.4,78.5,77.4,69.4,77.1,24.2,19.2,2.2,1.1,0.6,0.4,0.1,0.3,0.3,0.1
223604,4873,554.2,-23.3,-36.7,-51.5,29.6,37.4,373,497,,323.8,43.2,56.6,57.2,49.8,59.4,23.6,25.7,5.4,1.8,0.5,0.1,0.1,0.2,0.2,0.1
223804,4736,564.3,-22.7,-36.7,-51.2,27.9,35.1,401,516,,510.6,57.9,81.3,80.4,75.2,103.4,45.2,53,10,2.3,0.6,0.6,0.2,0.2,0.1,0.1
224004,4619,573.1,-22.1,-36.6,-50.8,26.8,33.4,395,505,,403,55.4,73.3,70.6,57.5,73.3,29.7,33.8,7.1,1.4,0.3,0.3,0.1,0.2,0,0
224204,4581,576,-21,-36.3,-50.4,25,30.9,353,442,,315.1,40.8,59.5,58.7,51,57.6,20.4,21.1,3,1.3,0.6,0.3,0.2,0.3,0.2,0.1
224404,4604,574.3,-20.9,-33.1,-43,37.4,46.1,297,377,,243.3,36,52.8,47.8,36.6,40.3,13.3,12.1,2.3,0.9,0.3,0.2,0.2,0.1,0.3,0.1
224604,4599,574.6,-20.5,-29.2,-33.7,51.8,63.6,277,326,,213.4,30.7,45.7,40.3,34.7,36.2,11.7,10.5,2,0.4,0.2,0.3,0.1,0.3,0.1,0.1
224804,4422,588.2,-20,-35.5,-38,25.1,30.6,390,494,,377.6,48.6,73.6,71.2,60,68.3,23.3,24.4,5.3,1.2,0.3,0.3,0.1,0.4,0.4,0.4
225004,4364,592.7,-19.5,-30.5,-31.8,45.4,55.1,381,464,,322.1,42.1,61.4,61.6,50.7,58.6,19.7,21.4,4.1,1.1,0.2,0.3,0.2,0.3,0.2,0.1
225204,4386,591,-19.1,-20.8,-22.9,89.8,108.7,171,185,,79.4,16.9,18.4,14.5,10.1,10.1,3.7,3.6,0.3,0.4,0.2,0.3,0.2,0.3,0.3,0.3
225404,4486,583.3,-19.7,-20.3,-22.5,98.1,119.3,264,322,,84.2,16.9,21.5,16.6,12,9.6,3.2,2.4,0.4,0.4,0.2,0.3,0.1,0.2,0.4,0.2
225604,4965,547.4,-21.8,-22.1,-24.5,99.6,123.6,404,542,,419.3,54.2,80.3,81.1,67.1,73.3,23.4,20.9,3.5,2.9,2.3,2.1,0.9,2.7,2.2,2.2
225804,5464,511.9,-24,-24.6,-27.2,98.7,125.3,2,0,,536,64.3,103.3,99.1,79.4,87.7,30,28.9,6.4,6.2,5.5,5.5,2.6,5.4,7.5,4.2
230004,5529,507.4,-24.4,-24.9,-27.5,99.1,126.3,180,285,,497,67.6,95.5,87.4,70.4,72.9,26.3,25.8,6.1,7.1,7.3,6.5,3.5,7.1,8.4,5.1
230204,5517,508.2,-24.4,-24.3,-26.9,100,126.8,332,468,,466.1,59.4,88.9,82.9,65.4,70,25,27.7,5.7,7,6.2,5.8,4,6.8,6.9,4.5
230404,5526,507.6,-24.2,-24,-26.5,100,126.4,303,432,,417.6,52.6,77.3,71.6,59.6,65.1,22.6,23.9,5.3,7,6.1,5.8,3.6,6.6,6.3,4.1
230604,5467,511.7,-23.9,-23.6,-26.6,100,125.9,304,411,,414.3,60.3,78.3,73.2,58.6,58.9,21,20.8,5.2,6.8,4.9,5.8,3.2,6.2,6.1,4.9
230804,5000,544.9,-21.4,-21.9,-24.3,99,122.5,302,375,,298,43.6,65,55.1,40.5,43,14.3,13.6,3,3.6,3.1,3.6,1.8,2.8,2.9,2
231004,4384,591.3,-18.6,-19.1,-21.1,98.8,118.8,381,420,,197.9,29.9,42.4,39.1,31.4,30.7,9.6,8.9,1.4,1.1,0.6,0.9,0.4,0.6,0.6,0.4
231204,3778,639.9,-15.7,-16.2,-17.9,98.6,115.4,359,395,,290.3,40.3,62.3,56.8,47.5,48.7,15.1,14.4,1.6,0.9,0.6,0.7,0.2,0.4,0.5,0.4
231404,3227,686.9,-14,-14.3,-15.7,98.7,113.3,330,366,,291.5,38.2,58.7,59.7,48,51.4,15.5,14.3,1.4,0.6,0.2,0.3,0.1,0.6,1.1,1.4
231604,2727,731.9,-12.5,-11.7,-12.8,100,112.1,306,334,,147.1,18.9,29,27.2,22,22.4,6.1,5.9,0.4,0.7,0.8,0.9,0.5,1.5,4.4,6.3
231804,2271,775.1,-11.9,-11.2,-12.3,100,111.6,639,645,,286.7,35.7,59.3,59.9,48.2,50.4,12.7,11.7,0.7,0.7,0.5,0.5,0.7,0.9,2.3,2.7
232004,1749,827,-9.4,-9.9,-10.8,98.2,108,548,581,,291.9,34.7,60.9,60.1,52,53.9,14.7,13.5,0.7,0.5,0.2,0,0,0.2,0.2,0.1
232204,1189,885.8,-6.3,-11.9,-13.1,67.5,72.2,264,288,,248.2,26.7,50.2,51.3,44.6,47.6,13.9,11.9,1.2,0.3,0.2,0.1,0,0,0,0.1
232404,885,918.9,-4.4,-12.7,-14.1,53.9,56.5,190,217,,186.4,19.9,37.3,39.3,33.8,36.2,9.9,8.4,0.9,0.2,0.2,0.1,0,0,0,0
232604,697,940.1,-4.7,-13,-14.3,53.8,56.5,152,161,,152.3,15.6,29.6,32.5,28.5,29.5,8,7,0.9,0.2,0.2,0,0,0,0,0
232804,294,986.5,-1.4,-11.4,-11.3,43.7,50.4,2038,537,,121.4,13.3,23.4,26.3,21.8,22.7,6.9,5.7,0.8,0.3,0.1,0,0,0.1,0,0
233004,239,993,-0.8,-10.8,-21.8,41.6,46.2,0,0,,927.5,139.7,189.5,251.2,179.6,123.7,24.8,14.7,2.1,1.8,0.1,0.1,0,0.1,0.1,0.1
